HU number,Shipping Point,Packed Quantity,Material,Packaging Materials,Length,Width,Height,Total Volume
LELMECB40064588944E,CND7,2,NCD90178/1,RTK193170/6,0.288,0.188,0.148,0.008
LELMECB40064588944E,CND7,2,RPM777755/01500,RTK193170/6,0.288,0.188,0.148,0.008
LELMECB40064781406E,CND7,1,KRC161509/1,RTK293284/2,0.285,0.254,0.1,0.007
LELMECB40064592569E,CND7,13,RDH10265/3,RTK193170/6,0.288,0.188,0.148,0.008
LELMECB40064592569E,CND7,13,RDH10265/25,RTK193170/6,0.288,0.188,0.148,0.008
LELMECB40064594204E,CND7,8,RDH10270/1,RTK193170/10,0.188,0.096,0.148,0.003
LELMECB40065011700E,CND7,1,RDH10265/3,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40065011700E,CND7,1,RDH10265/25,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40065011700E,CND7,1,RNT44737/01,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40065011700E,CND7,1,SEF901377/4,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40065011700E,CND7,1,SEF901376/0535,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064531926E,CND7,3,RDH10265/3,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064531926E,CND7,3,RDH10265/25,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064531926E,CND7,3,RNT44737/01,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064531926E,CND7,3,SEF901377/4,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064531926E,CND7,3,SEF901376/0535,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064531926E,CND7,3,RPM2531610/10M,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064979391E,CND7,1,KRC161866/2,EAB-ZPACK,0.63,0.4,0.255,0.064
LELMECB40065019348E,CND7,2,RDH10265/3,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40065019348E,CND7,2,RDH10265/25,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40064997531E,CND7,1,NCD90178/1,RTK193170/10,0.188,0.096,0.148,0.003
LELMECB40064997531E,CND7,1,RPM777096/00115,RTK193170/10,0.188,0.096,0.148,0.003
LELMECB40064997531E,CND7,1,RPM777755/01500,RTK193170/10,0.188,0.096,0.148,0.003
LELMECB40064590749E,CND7,8,RPM2531619/10M,RTK193170/4,0.396,0.298,0.328,0.039
LELMECB40064998347E,CND7,11,RDH10265/25,RTK193170/10,0.188,0.096,0.148,0.003
LELMECB40065016279E,CND7,4,RNT44737/01,RTK193170/1,0.596,0.396,0.493,0.116
LELMECB40065016279E,CND7,4,SEF901376/0535,RTK193170/1,0.596,0.396,0.493,0.116
LELMECB40065016279E,CND7,4,SEF901377/5,RTK193170/1,0.596,0.396,0.493,0.116
LELMECB40065007611E,CND7,4,RPM2530292/10M,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40065010154E,CND7,12,NCD90178/1,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40065010154E,CND7,12,RPM777096/00115,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40065010154E,CND7,12,RPM777755/01500,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40065007925E,CND7,2,RDH10265/3,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40065007925E,CND7,2,RDH10265/25,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40065007925E,CND7,2,RNT44737/01,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40065007925E,CND7,2,SEF901377/4,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40065007925E,CND7,2,SEF901376/0535,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40065005792E,CND7,1,KRY901474/2,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40065005792E,CND7,1,RPM1192060/5,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40065005792E,CND7,1,SEF901377/4,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40065005792E,CND7,1,RDH10265/1,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40065005792E,CND7,1,SEF901376/0214,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40065005792E,CND7,1,RPM777045/03000,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064590381E,CND7,13,NCD90178/1,RTK193170/6,0.288,0.188,0.148,0.008
LELMECB40064590381E,CND7,13,RPM777755/01500,RTK193170/6,0.288,0.188,0.148,0.008
LELMECB40064968050E,CND7,1,KRD901234/11R1D,EAB-ZPACK,0.72,0.48,0.23,0.079
LELMECB40064968067E,CND7,1,KRD901234/11R1D,EAB-ZPACK,0.72,0.48,0.23,0.079
LELMECB40065003705E,CND7,3,RDH10248/2,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40065003705E,CND7,3,RNT44737/01,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40065003705E,CND7,3,RPM2531619/10M,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40065003705E,CND7,3,SEF901376/0535,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40065003705E,CND7,3,SEF901377/4,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40065003705E,CND7,3,RDH10248/1,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064594112E,CND7,4,RPM777382/05000,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40065021501E,CND7,10,KRY901474/2,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40065021501E,CND7,10,SEF901377/4,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40065021501E,CND7,10,RDH10265/1,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40065021501E,CND7,10,RPM777045/03000,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40065004481E,CND7,3,RDH10265/3,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40065004481E,CND7,3,RDH10265/25,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40065004481E,CND7,3,RNT44737/01,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40065004481E,CND7,3,SEF901377/4,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40065004481E,CND7,3,SEF901376/0535,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40065004481E,CND7,3,SXK1257558/2,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40065026247E,CND7,5,NCD90178/1,RTK193170/6,0.288,0.188,0.148,0.008
LELMECB40065026247E,CND7,1,RPM777096/00115,RTK193170/6,0.288,0.188,0.148,0.008
LELMECB40065026247E,CND7,4,RPM777096/00115,RTK193170/6,0.288,0.188,0.148,0.008
LELMECB40065026247E,CND7,5,RPM777755/01500,RTK193170/6,0.288,0.188,0.148,0.008
LELMECB40065009578E,CND7,5,RPM1192060/5,RTK21717/441,1.2,0.8,0.45,0.432
LELMECB40065009578E,CND7,5,SEF901377/4,RTK21717/441,1.2,0.8,0.45,0.432
LELMECB40065009578E,CND7,5,RDH10265/1,RTK21717/441,1.2,0.8,0.45,0.432
LELMECB40065009578E,CND7,5,SEF901376/0214,RTK21717/441,1.2,0.8,0.45,0.432
LELMECB40065009578E,CND7,5,RPM777045/03000,RTK21717/441,1.2,0.8,0.45,0.432
LELMECB40065003194E,CND7,25,RPM1192060/5,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40065003194E,CND7,25,RDH10265/1,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40065003194E,CND7,9,RPM777045/03000,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40065003194E,CND7,16,RPM777045/03000,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40065003347E,CND7,9,KRY901474/2,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40065003347E,CND7,25,SEF901377/4,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40065003347E,CND7,25,SEF901376/0214,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40064758767E,CND7,4,RDH10247/1,RTK193170/10,0.188,0.096,0.148,0.003
LELMECB40064537638E,CND7,3,RDH10265/3,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064537638E,CND7,3,RDH10265/25,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064537638E,CND7,3,RNT44737/01,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064537638E,CND7,3,SEF901377/4,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064537638E,CND7,3,SEF901376/0535,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064537638E,CND7,3,RPM2531610/10M,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064548139E,CND7,1,RDH10265/3,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064548139E,CND7,1,RDH10265/25,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064548139E,CND7,1,RNT44737/01,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064548139E,CND7,1,SEF901377/4,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064548139E,CND7,1,SEF901376/0535,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064548139E,CND7,1,RPM2531610/10M,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064968043E,CND7,1,KRD901234/11R1D,EAB-ZPACK,0.72,0.48,0.23,0.079
LELMECB40065015944E,CND7,2,RDH10265/3,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40065015944E,CND7,2,RDH10265/25,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40065015944E,CND7,2,RNT44737/01,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40065015944E,CND7,2,SEF901377/4,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40065015944E,CND7,2,SEF901376/0535,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40065004412E,CND7,15,RPM1192060/5,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40065004412E,CND7,15,SEF901377/4,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40065004412E,CND7,15,RPM777045/03000,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40065012172E,CND7,1,RDH10265/3,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40065012172E,CND7,1,RDH10265/25,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40065012172E,CND7,1,RNT44737/01,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40065012172E,CND7,1,SEF901377/4,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40065012172E,CND7,1,SEF901376/0535,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40065012172E,CND7,1,RPM2531610/10M,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40065004504E,CND7,15,RDH10265/1,RTK193170/1,0.596,0.396,0.493,0.116
LELMECB40065004504E,CND7,15,SEF901376/0214,RTK193170/1,0.596,0.396,0.493,0.116
LELMECB40064969705E,CND7,3,RPM2531692/30M,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40064588685E,CND7,3,NCD90178/1,RTK193170/6,0.288,0.188,0.148,0.008
LELMECB40064588685E,CND7,3,RPM777096/00115,RTK193170/6,0.288,0.188,0.148,0.008
LELMECB40064588685E,CND7,3,RPM777755/01500,RTK193170/6,0.288,0.188,0.148,0.008
LELMECB40065005716E,CND7,10,NCD90178/1,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40065005716E,CND7,10,RPM777096/00115,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40065005716E,CND7,10,RPM777755/01500,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40065025585E,CND7,1,SXK1092157/1,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40065025585E,CND7,1,RNV44405/01,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40065025585E,CND7,2,RPM2533512/20M,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40065015302E,CND7,2,RDH10265/3,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40065015302E,CND7,2,RDH10265/25,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40065015302E,CND7,2,RNT44737/01,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40065015302E,CND7,2,SEF901377/4,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40065015302E,CND7,2,SEF901376/0535,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40065007840E,CND7,5,RDH10265/3,RTK193170/1,0.596,0.396,0.493,0.116
LELMECB40065007840E,CND7,5,RDH10265/25,RTK193170/1,0.596,0.396,0.493,0.116
LELMECB40065007840E,CND7,5,RNT44737/01,RTK193170/1,0.596,0.396,0.493,0.116
LELMECB40065007840E,CND7,5,SEF901377/4,RTK193170/1,0.596,0.396,0.493,0.116
LELMECB40065007840E,CND7,5,SEF901376/0535,RTK193170/1,0.596,0.396,0.493,0.116
LELMECB40065007796E,CND7,4,RPM2530292/10M,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40065009158E,CND7,3,RNT44737/01,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40065009158E,CND7,3,SEF901377/4,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40065009158E,CND7,3,SEF901376/0535,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064554079E,CND7,10,RNT44737/01,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40064554079E,CND7,10,SEF901376/0535,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40064554079E,CND7,10,SEF901377/5,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40064554079E,CND7,1,RPM2531610/10M,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40064559289E,CND7,12,RDH10265/3,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40064559289E,CND7,12,RDH10265/25,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40064559289E,CND7,12,RNT44737/01,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40064559289E,CND7,12,SEF901377/4,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40064559289E,CND7,12,SEF901376/0535,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40064559289E,CND7,12,RPM2531610/10M,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40065012769E,CND7,1,RDH10265/3,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40065012769E,CND7,1,RDH10265/25,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40065012769E,CND7,1,RNT44737/01,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40065012769E,CND7,1,SEF901377/4,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40065012769E,CND7,1,SEF901376/0535,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40065006294E,CND7,3,RDH10265/3,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40065006294E,CND7,3,RDH10265/25,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40065006294E,CND7,3,RNT44737/01,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40065006294E,CND7,3,SEF901377/4,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40065006294E,CND7,3,SEF901376/0535,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064589002E,CND7,2,RPM777382/05000,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40064600691E,CND7,64,SEF901376/0535,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40064601759E,CND7,64,SEF901376/0535,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40064605030E,CND7,61,SEF901376/0535,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40064446206E,CND7,261,RDH10265/3,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40064446206E,CND7,261,RDH10265/25,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40064446206E,CND7,72,SEF901376/0535,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40064969828E,CND7,3,SXK1092157/1,RTK193170/4,0.396,0.298,0.328,0.039
LELMECB40064542144E,CND7,1,RDH10265/3,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064542144E,CND7,1,RDH10265/25,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064542144E,CND7,1,RNT44737/01,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064542144E,CND7,1,SEF901377/4,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064542144E,CND7,1,SEF901376/0535,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40064542144E,CND7,1,RPM2531610/10M,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40065021990E,CND7,13,RPM1192060/5,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40065021990E,CND7,13,SEF901377/4,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40065021990E,CND7,13,RDH10265/1,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40065021990E,CND7,13,SEF901376/0214,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40065021990E,CND7,13,RPM777045/03000,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40065010833E,CND7,4,RDH10248/2,RTK193170/1,0.596,0.396,0.493,0.116
