HU number,Shipping Point,Packed Quantity,Material,Packaging Materials,Length,Width,Height,Total Volume
LELMECB40070103810E,CND7,1,KRC161771/2,RTK293361/1,0.398,0.56,0.245,0.055
LELMECB40070084164E,CND7,12,KRC161771/2,EAB-ZPACK,1.2,0.8,0.85,0.816
LELMECB40070103834E,CND7,1,KRC161771/2,RTK293361/1,0.398,0.56,0.245,0.055
LELMECB40070103926E,CND7,1,KRC161771/2,RTK293361/1,0.398,0.56,0.245,0.055
LELMECB40070084195E,CND7,1,KRC161771/2,RTK293361/1,0.398,0.56,0.245,0.055
LELMECB40070103940E,CND7,1,KRC161771/2,RTK293361/1,0.398,0.56,0.245,0.055
LELMECB40070103957E,CND7,1,KRC161771/2,RTK293361/1,0.398,0.56,0.245,0.055
LELMECB40070103889E,CND7,1,KRC161771/2,RTK293361/1,0.398,0.56,0.245,0.055
LELMECB40070103964E,CND7,1,KRC161771/2,RTK293361/1,0.398,0.56,0.245,0.055
LELMECB40070103841E,CND7,1,KRC161771/2,RTK293361/1,0.398,0.56,0.245,0.055
LELMECB40070103896E,CND7,1,KRC161771/2,RTK293361/1,0.398,0.56,0.245,0.055
LELMECB40070103858E,CND7,1,KRC161771/2,RTK293361/1,0.398,0.56,0.245,0.055
LELMECB40070103902E,CND7,1,KRC161771/2,RTK293361/1,0.398,0.56,0.245,0.055
LELMECB40070084515E,CND7,1,KRC161771/2,RTK293361/1,0.398,0.56,0.245,0.055
LELMECB40070103681E,CND7,8,KRC161771/2,EAB-ZPACK,1.2,0.8,0.61,0.586
LELMECB40069934111E,CND7,1,KRC161624/2,RTK293361/1,0.398,0.56,0.245,0.055
LELMECB40069934128E,CND7,1,KRC161624/2,RTK293361/1,0.398,0.56,0.245,0.055
LELMECB40070103827E,CND7,1,KRC161771/2,RTK293361/1,0.398,0.56,0.245,0.055
LELMECB40070141362E,CND7,16,KRC161917/2,EAB-ZPACK,1.2,0.8,1.09,1.046
LELMECB40070103971E,CND7,1,KRC161771/2,RTK293361/1,0.398,0.56,0.245,0.055
LELMECB40070103988E,CND7,1,KRC161771/2,RTK293361/1,0.398,0.56,0.245,0.055
LELMECB40070103995E,CND7,1,KRC161771/2,RTK293361/1,0.398,0.56,0.245,0.055
LELMECB40070104114E,CND7,1,KRC161771/2,RTK293361/1,0.398,0.56,0.245,0.055
LELMECB40070104121E,CND7,1,KRC161771/2,RTK293361/1,0.398,0.56,0.245,0.055
LELMECB40070104145E,CND7,1,KRC161771/2,RTK293361/1,0.398,0.56,0.245,0.055
LELMECB40069942444E,CND7,1,KRC161624/2,RTK293361/1,0.398,0.56,0.245,0.055
LELMECB40069942451E,CND7,1,KRC161624/2,RTK293361/1,0.398,0.56,0.245,0.055
LELMECB40069942482E,CND7,1,KRC161624/2,RTK293361/1,0.398,0.56,0.245,0.055
LELMECB40069942505E,CND7,1,KRC161624/2,RTK293361/1,0.398,0.56,0.245,0.055
LELMECB40069933886E,CND7,1,KRC161624/2,RTK293361/1,0.398,0.56,0.245,0.055
LELMECB40069933565E,CND7,1,KRC161624/2,RTK293361/1,0.398,0.56,0.245,0.055
LELMECB40070141317E,CND7,16,KRC161917/2,EAB-ZPACK,1.2,0.8,1.09,1.046
LELMECB40069933848E,CND7,1,KRC161624/2,RTK293361/1,0.398,0.56,0.245,0.055
LELMECB40070209925E,CND7,5,KRY1011959/2,RTK193170/6,0.288,0.188,0.148,0.008
LELMECB40070209994E,CND7,38,KRE1012595/2,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40070244193E,CND7,140,SEF901377/5,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40070128714E,CND7,16,KRC1612273/11R1C,EAB-ZPACK,1.2,0.74,1.015,0.901
LELMECB40070129124E,CND7,16,KRC1612273/11R1C,EAB-ZPACK,1.2,0.74,1.015,0.901
LELMECB40070245114E,CND7,60,SEF901377/5,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40070245121E,CND7,113,RDH10275/3,RTK193170/4,0.396,0.298,0.328,0.039
LELMECB40070245145E,CND7,7,RDH10275/3,RTK193170/10,0.188,0.096,0.148,0.003
LELMECB40070207877E,CND7,1,RDH10265/3,RTK193170/10,0.188,0.096,0.148,0.003
LELMECB40069867587E,CND7,36,RPM2531610/100M,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40069867907E,CND7,36,RPM2531610/100M,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40069868027E,CND7,36,RPM2531610/100M,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40069868058E,CND7,36,RPM2531610/100M,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40069868072E,CND7,36,RPM2531610/100M,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40069868096E,CND7,2,RPM2531610/100M,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40069868096E,CND7,34,RPM2531610/100M,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40069868102E,CND7,36,RPM2531610/100M,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40069868362E,CND7,36,RPM2531610/100M,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40069868386E,CND7,36,RPM2531610/100M,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40069868737E,CND7,24,RPM2531610/100M,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40069868737E,CND7,12,RPM2531610/100M,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40069868782E,CND7,36,RPM2531610/100M,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070232442E,CND7,1,RDH10275/3,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40070232442E,CND7,2,RPM777528/05000,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40070232442E,CND7,1,RPM777567/02500,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40070204692E,CND7,16,RDH10275/2,RTK193170/6,0.288,0.188,0.148,0.008
LELMECB40070184765E,CND7,16,KRC1612207/11R1C,EAB-ZPACK,1.2,0.74,1.02,0.906
LELMECB40070184772E,CND7,16,KRC1612207/11R1C,EAB-ZPACK,1.2,0.74,1.02,0.906
LELMECB40070184789E,CND7,16,KRC1612207/11R1C,EAB-ZPACK,1.2,0.74,1.02,0.906
LELMECB40070184796E,CND7,1,KRC1612207/11R1C,EAB-ZPACK,0.555,0.365,0.228,0.046
LELMECB40070244148E,CND7,128,SXK1255991/2,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070244162E,CND7,12,SXK1255991/2,RTK21716/451,0.6,0.8,0.46,0.221
LELMECB40070215476E,CND7,16,KRC1612207/11R1C,EAB-ZPACK,1.2,0.74,1.02,0.906
LELMECB40070215483E,CND7,8,KRC1612207/11R1C,EAB-ZPACK,1.2,0.74,0.575,0.511
LELMECB40070158667E,CND7,1,KRC1612273/11R1D,EAB-ZPACK,0.55,0.365,0.22,0.044
LELMECB40070158674E,CND7,1,KRC1612273/11R1D,EAB-ZPACK,0.55,0.365,0.22,0.044
LELMECB40070158681E,CND7,1,KRC1612273/11R1D,EAB-ZPACK,0.55,0.365,0.22,0.044
LELMECB40070158438E,CND7,16,KRC1612273/11R1B,EAB-ZPACK,1.2,0.74,1.02,0.906
LELMECB40070158469E,CND7,1,KRC1612273/11R1B,EAB-ZPACK,0.55,0.365,0.22,0.044
LELMECB40070158476E,CND7,1,KRC1612273/11R1B,EAB-ZPACK,0.55,0.365,0.22,0.044
LELMECB40070244186E,CND7,280,RDH10275/3,RTK193170/4,0.396,0.298,0.328,0.039
LELMECB40070129780E,CND7,1,KRC1612273/11R1C,EAB-ZPACK,0.555,0.365,0.228,0.046
LELMECB40070129797E,CND7,1,KRC1612273/11R1C,EAB-ZPACK,0.555,0.365,0.228,0.046
LELMECB40070129711E,CND7,1,KRC1612273/11R1C,EAB-ZPACK,0.555,0.365,0.228,0.046
LELMECB40070129735E,CND7,1,KRC1612273/11R1C,EAB-ZPACK,0.555,0.365,0.228,0.046
LELMECB40069869130E,CND7,36,RPM2531610/100M,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40069869192E,CND7,3,RPM2531610/100M,RTK193170/4,0.396,0.298,0.328,0.039
LELMECB40070128523E,CND7,16,KRC1612273/11R1C,EAB-ZPACK,1.2,0.74,1.015,0.901
LELMECB40070128592E,CND7,16,KRC1612273/11R1C,EAB-ZPACK,1.2,0.74,1.015,0.901
LELMECB40070158506E,CND7,1,KRC1612273/11R1C,EAB-ZPACK,0.55,0.365,0.22,0.044
LELMECB40070158612E,CND7,1,KRC1612273/11R1C,EAB-ZPACK,0.55,0.365,0.22,0.044
LELMECB40070158629E,CND7,1,KRC1612273/11R1C,EAB-ZPACK,0.55,0.365,0.22,0.044
LELMECB40070158636E,CND7,1,KRC1612273/11R1C,EAB-ZPACK,0.55,0.365,0.22,0.044
LELMECB40070129186E,CND7,16,KRC1612273/11R1C,EAB-ZPACK,1.2,0.74,1.015,0.901
LELMECB40070130243E,CND7,1,KRC1612273/11R1C,EAB-ZPACK,0.555,0.365,0.228,0.046
LELMECB40070226465E,CND7,30,SEF901377/4,EAB-ZPACK,0.8,0.6,0.46,0.221
LELMECB40069870259E,CND7,178,SEF901376/0214,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40069884058E,CND7,96,SXK1255991/2,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40069976883E,CND7,100,SEF901376/0321,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40069892039E,CND7,52,SEF901376/0321,RTK21717/441,1.2,0.8,0.45,0.432
LELMECB40069884102E,CND7,85,SXK1255991/2,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40069892725E,CND7,12,SEF901376/0321,EAB-ZPACK,0.6,0.8,0.46,0.221
LELMECB40069895283E,CND7,89,SXK1255991/2,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40069895306E,CND7,89,SXK1255991/2,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40069892770E,CND7,78,SEF901376/0321,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40069976562E,CND7,103,SEF901376/0321,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40069856659E,CND7,181,SEF901377/4,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40069869345E,CND7,100,SXK1255991/2,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40069868799E,CND7,178,SEF901377/5,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40069869536E,CND7,100,RNT44737/01,RTK21717/441,1.2,0.8,0.45,0.432
LELMECB40069869536E,CND7,100,SEF901377/4,RTK21717/441,1.2,0.8,0.45,0.432
LELMECB40069867006E,CND7,128,SEF901377/4,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40069867006E,CND7,128,SEF901376/0214,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070228896E,CND7,30,RDH10265/3,EAB-ZPACK,0.8,0.6,0.46,0.221
LELMECB40070228896E,CND7,15,RNT44737/01,EAB-ZPACK,0.8,0.6,0.46,0.221
LELMECB40070228896E,CND7,15,SEF901376/0321,EAB-ZPACK,0.8,0.6,0.46,0.221
LELMECB40070228896E,CND7,15,SEF901377/5,EAB-ZPACK,0.8,0.6,0.46,0.221
LELMECB40069868041E,CND7,126,SXK1255991/2,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40069868041E,CND7,128,RNT44737/01,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40069865958E,CND7,29,SEF901377/4,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40069865958E,CND7,29,SEF901376/0214,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40069865958E,CND7,29,SXK1255991/2,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40069865958E,CND7,29,RNT44737/01,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40069868065E,CND7,2,SXK1255991/2,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40069868324E,CND7,57,SXK1255991/2,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40069868324E,CND7,7,SXK1255991/2,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40069865200E,CND7,64,SEF901377/4,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40069836774E,CND7,1,KRC161652/2,EAB-ZPACK,0.398,0.56,0.26,0.058
LELMECB40069910795E,CND7,12,KRC161865/2,EAB-ZPACK,1.2,0.8,1.01,0.97
LELMECB40069911020E,CND7,12,KRC161865/2,EAB-ZPACK,1.2,0.8,1.01,0.97
LELMECB40069911044E,CND7,12,KRC161865/2,EAB-ZPACK,1.2,0.8,1.01,0.97
LELMECB40069911051E,CND7,6,KRC161865/2,EAB-ZPACK,1.2,0.8,0.58,0.557
LELMECB40069911075E,CND7,6,KRC161865/2,EAB-ZPACK,1.2,0.8,0.58,0.557
LELMECB40069911082E,CND7,1,KRC161865/2,EAB-ZPACK,0.6,0.44,0.255,0.067
LELMECB40069911099E,CND7,1,KRC161865/2,EAB-ZPACK,0.6,0.44,0.255,0.067
LELMECB40070123436E,CND7,1,KRC161950/11,EAB-ZPACK,0.65,0.5,0.255,0.083
LELMECB40070123450E,CND7,1,KRC161950/11,EAB-ZPACK,0.65,0.5,0.255,0.083
LELMECB40070230868E,CND7,98,RDH10265/3,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40070230868E,CND7,49,RNT44737/01,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40070230868E,CND7,49,SEF901376/0321,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40070230868E,CND7,49,SEF901377/5,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40070144899E,CND7,25,RPM2531610/50M,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40070140884E,CND7,57,RPM777381/01500,RTK193170/4,0.396,0.298,0.328,0.039
LELMECB40070173431E,CND7,180,RPM2531610/10M,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070173448E,CND7,29,RPM2531610/10M,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070173448E,CND7,151,RPM2531610/10M,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070173455E,CND7,180,RPM2531610/10M,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070173462E,CND7,180,RPM2531610/10M,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070173509E,CND7,53,RPM2531610/10M,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070173509E,CND7,127,RPM2531610/10M,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070174728E,CND7,180,RPM2531610/10M,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070174773E,CND7,180,RPM2531610/10M,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070174780E,CND7,97,RPM2531610/10M,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070158087E,CND7,75,SXK1257558/2,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40070126260E,CND7,111,RDH10265/3,RTK193170/4,0.396,0.298,0.328,0.039
LELMECB40070149115E,CND7,35,RPM2533512/20M,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40070149115E,CND7,49,RPM2533512/20M,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40070154737E,CND7,5,RPM777528/10000,RTK193170/1,0.596,0.396,0.493,0.116
LELMECB40070154737E,CND7,23,RPM777528/10000,RTK193170/1,0.596,0.396,0.493,0.116
LELMECB40070148620E,CND7,40,RPM2531610/5000,RTK193170/1,0.596,0.396,0.493,0.116
LELMECB40070158100E,CND7,20,SXK1257558/2,RTK193170/10,0.188,0.096,0.148,0.003
LELMECB40070158520E,CND7,133,RDH10265/1,RTK193170/4,0.396,0.298,0.328,0.039
LELMECB40070148651E,CND7,11,RPM2533512/20M,RTK21716/751,0.6,0.8,0.76,0.365
LELMECB40070148651E,CND7,33,RPM2533512/20M,RTK21716/751,0.6,0.8,0.76,0.365
LELMECB40070156748E,CND7,2,RPM2531610/30M,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40070145902E,CND7,38,RPM2531610/10M,RTK21716/751,0.6,0.8,0.76,0.365
LELMECB40070145902E,CND7,1,RPM2531610/10M,RTK21716/751,0.6,0.8,0.76,0.365
LELMECB40070150715E,CND7,28,RPM777143/01800,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40070156717E,CND7,25,RPM2531610/30M,RTK193170/1,0.596,0.396,0.493,0.116
LELMECB40070168963E,CND7,80,SEF901376/0535,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070169007E,CND7,80,SEF901376/0535,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070169656E,CND7,88,SEF901376/0535,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070171338E,CND7,38,SEF901376/0535,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070171338E,CND7,42,SEF901376/0535,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070155321E,CND7,106,SXA1345524/3,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40070125867E,CND7,208,RDH10265/3,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40070137433E,CND7,80,RPM150192/10M,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070137891E,CND7,12,RPM150192/10M,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070137891E,CND7,50,RPM150192/10M,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070126253E,CND7,128,SEF901377/6,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070126253E,CND7,99,SEF901377/6,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070140525E,CND7,9,NCD90178/1,RTK193170/6,0.288,0.188,0.148,0.008
LELMECB40070126277E,CND7,100,SEF901377/6,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40070121906E,CND7,2,SEF901377/5,RTK193170/6,0.288,0.188,0.148,0.008
LELMECB40070154768E,CND7,10,TSR951339/1500,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40070154768E,CND7,2,TSR951339/1500,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40070154768E,CND7,6,TSR951339/1500,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40070158537E,CND7,78,RDH10265/1,RTK193170/4,0.396,0.298,0.328,0.039
LELMECB40070158568E,CND7,348,RDH10265/1,RTK193170/1,0.596,0.396,0.493,0.116
LELMECB40070141263E,CND7,10,RPM919751/15M,RTK193170/4,0.396,0.298,0.328,0.039
LELMECB40070154584E,CND7,9,RPM2533513/5000,RTK193170/4,0.396,0.298,0.328,0.039
LELMECB40070154584E,CND7,3,RPM2533513/5000,RTK193170/4,0.396,0.298,0.328,0.039
LELMECB40070148064E,CND7,4,RPM919751/15M,RTK193170/4,0.396,0.298,0.328,0.039
LELMECB40070154270E,CND7,15,RPM2533513/20M,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40070154270E,CND7,3,RPM2533513/20M,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40070154218E,CND7,2,RPM2533513/20M,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40070125669E,CND7,80,SEF901376/0535,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070125812E,CND7,80,SEF901376/0535,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070127625E,CND7,22,SEF901376/0535,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40070148095E,CND7,9,RPM777755/01500,RTK193170/6,0.288,0.188,0.148,0.008
LELMECB40070154713E,CND7,4,RPM2533513/10M,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40070140457E,CND7,301,RPM777381/01500,RTK21716/751,0.6,0.8,0.76,0.365
LELMECB40070127229E,CND7,72,SEF901377/4,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40070148613E,CND7,10,RPM2531610/5000,RTK193170/4,0.396,0.298,0.328,0.039
LELMECB40070148613E,CND7,11,RPM2531610/5000,RTK193170/4,0.396,0.298,0.328,0.039
LELMECB40070158919E,CND7,426,RDH10265/1,EAB-ZPACK,0.6,0.8,0.46,0.221
LELMECB40070150180E,CND7,28,RPM777143/01800,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40070134791E,CND7,1,KRC161568/2,RTK293290/4,0.397,0.51,0.21,0.043
LELMECB40070158056E,CND7,6,RPM2531610/30M,RTK193170/4,0.396,0.298,0.328,0.039
LELMECB40070177897E,CND7,80,RPM150192/10M,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070183386E,CND7,64,RPM150192/10M,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070183386E,CND7,16,RPM150192/10M,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070183409E,CND7,80,RPM150192/10M,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070139772E,CND7,597,RDH10265/3,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40070155734E,CND7,1939,RDH10265/3,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40070156816E,CND7,600,RDH10265/3,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40070160646E,CND7,1340,RDH10265/3,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40070128752E,CND7,80,RPM150192/10M,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070129131E,CND7,64,RPM150192/10M,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070129131E,CND7,16,RPM150192/10M,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070129599E,CND7,80,RPM150192/10M,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070129643E,CND7,16,RPM150192/10M,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070129643E,CND7,64,RPM150192/10M,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070130250E,CND7,80,RPM150192/10M,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070136306E,CND7,64,RPM150192/10M,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070136306E,CND7,16,RPM150192/10M,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070136658E,CND7,80,RPM150192/10M,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070136696E,CND7,48,RPM150192/10M,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40070171390E,CND7,11,SEF901376/0535,RTK21716/451,0.6,0.8,0.46,0.221
LELMECB40070184758E,CND7,80,RPM150192/10M,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070185038E,CND7,80,RPM150192/10M,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070185465E,CND7,30,RPM150192/10M,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070185465E,CND7,50,RPM150192/10M,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070186738E,CND7,80,RPM150192/10M,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070186790E,CND7,80,RPM150192/10M,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070193064E,CND7,92,RPM150192/10M,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070197642E,CND7,104,RPM150192/10M,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070197673E,CND7,100,RPM150192/10M,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070197680E,CND7,96,RPM150192/10M,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070197703E,CND7,98,RPM150192/10M,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070138140E,CND7,76,RPM150192/10M,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070158513E,CND7,38,SXK1257558/2,RTK193170/10,0.188,0.096,0.148,0.003
LELMECB40070127113E,CND7,46,SEF901376/0535,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40070158094E,CND7,23,SXK1257558/2,RTK193170/10,0.188,0.096,0.148,0.003
LELMECB40070141591E,CND7,9,RPM919751/15M,RTK193170/4,0.396,0.298,0.328,0.039
LELMECB40070148026E,CND7,4,RPM2533512/20M,RTK193170/4,0.396,0.298,0.328,0.039
LELMECB40070154553E,CND7,41,RPM919751/15M,RTK21717/441,0.6,0.8,0.61,0.293
LELMECB40070150739E,CND7,14,RPM777143/01800,RTK193170/6,0.288,0.188,0.148,0.008
LELMECB40070353147,CND7,1,KRC161890/1,EAB-ZPACK,0.398,0.56,0.26,0.058
LELMECB40070211591E,CND7,19,RPM2531610/20M,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40070188169E,CND7,1,RPM150192/30M,RTK193170/4,0.396,0.298,0.328,0.039
LELMECB40070145896E,CND7,40,RPM777827/01000,RTK21716/751,0.6,0.8,0.76,0.365
LELMECB40070145896E,CND7,40,RPM777827/01000,RTK21716/751,0.6,0.8,0.76,0.365
LELMECB40070145896E,CND7,63,RPM777827/01000,RTK21716/751,0.6,0.8,0.76,0.365
LELMECB40070193088E,CND7,4,TSR951339/1500,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40070193088E,CND7,24,TSR951339/1500,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40070197345E,CND7,4,RPM2531610/50M,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40070188138E,CND7,1,SEF901377/5,RTK193170/6,0.288,0.188,0.148,0.008
LELMECB40070154782E,CND7,100,RPM777096/00115,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40070154782E,CND7,47,RPM777096/00115,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40070154782E,CND7,3,RPM777096/00115,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40070165962E,CND7,363,SEF901377/4,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070351914,CND7,1,KRY901502/1,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40070351945,CND7,1,KRY901502/1,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40070210006E,CND7,9,RDH10265/25,RTK193170/10,0.188,0.096,0.148,0.003
LELMECB40070177811E,CND7,112,RPM2531610/10M,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070193040E,CND7,16,RPM777381/01500,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40070193040E,CND7,14,RPM777381/01500,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40070191558E,CND7,30,SXA1345524/3,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40070356834,CND7,50,NCD90165/1,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40070356834,CND7,50,NCD90165/1,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40070193019E,CND7,54,RPM777528/10000,EAB-ZPACK,0.8,0.6,0.46,0.221
LELMECB40070188787E,CND7,5,RPM2531619/10M,RTK193170/4,0.396,0.298,0.328,0.039
LELMECB40070232152E,CND7,3,RPM2533513/10M,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40070158070E,CND7,200,SXK1257558/2,RTK193170/4,0.396,0.298,0.328,0.039
LELMECB40070197390E,CND7,161,RPM777381/01500,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40070359279,CND7,32,BML901432/1,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070359712,CND7,32,BML901432/1,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070359729,CND7,17,BML901432/1,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40070173677E,CND7,12,KRC1612251/11R1B,EAB-ZPACK,1.2,0.74,0.895,0.795
LELMECB40070208003E,CND7,7,NFD30234/08,RTK193170/6,0.288,0.188,0.148,0.008
LELMECB40070171369E,CND7,86,SEF901376/0535,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070192388E,CND7,22,RPM919751/15M,RTK193170/1,0.596,0.396,0.493,0.116
